gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	transcript_ID
g18506.t1	194.7748741	1.408515174	0.30579332	4.606101844	4.10E-06	4.40E-05	81	48	230	373	130	191	29	441	384	277	296	62	488	118	sp	Q5RFI8	PGM2_PONAB	53.589	599	270	3	28	1800	12	610	0	671	Phel_contig_10654
g18579.t1	148.0738896	1.905600546	0.212159336	8.981931133	2.66E-19	4.46E-17	82	44	186	347	85	56	19	293	255	284	245	58	464	40	sp	Q9JME2	CHSTB_MOUSE	36.218	312	161	10	523	1434	66	347	1.69E-51	181	Phel_contig_12736
g18593.t1	7.81436371	-4.730874839	1.081741282	-4.373388461	1.22E-05	0.000112048	2	0	0	0	6	17	4	1	1	0	2	41	1	26	sp	P43141	ADB4C_MELGA	29.394	330	196	12	136	1047	40	358	7.97E-25	107	Phel_contig_130
g18632.t1	104.2025086	-1.11182143	0.369341054	-3.010283905	0.002610036	0.010584399	89	47	53	85	98	104	96	59	72	140	49	290	113	129	sp	Q9Y2Q0	AT8A1_HUMAN	48.438	320	150	3	193	1149	857	1162	4.25E-92	303	Phel_contig_1756
g18632.t2	79.42978024	-2.192326997	0.574612409	-3.815314397	0.00013601	0.000895834	65	69	11	27	204	136	57	59	27	0	63	120	76	142	sp	Q9Y2Q0	AT8A1_HUMAN	49.838	309	151	2	193	1116	857	1162	3.41E-94	308	Phel_contig_1756
g18643.t1	7.115282303	-2.665716993	1.040278511	-2.56250318	0.010392064	0.033255578	3	8	1	0	20	28	0	3	6	0	1	27	7	0	sp	A4IF63	TRIM2_BOVIN	33.696	276	177	3	319	1143	472	742	2.91E-31	129	Phel_contig_5382
g18722.t1	33.79357055	-4.810886125	0.721437144	-6.668475785	2.58E-11	1.05E-09	7	10	6	2	34	67	54	1	2	0	5	84	4	111	sp	Q91875	FGF9_XENLA	38.583	127	73	2	367	738	65	189	4.24E-21	91.3	Phel_contig_5418
g18746.t1	69.60309287	2.276755951	0.525294574	4.334246089	1.46E-05	0.000130975	3	6	73	225	45	43	6	184	126	66	138	10	223	35	sp	Q90744	NAGAB_CHICK	54.182	275	119	5	10	816	30	303	4.00E-103	309	Phel_contig_19722
g18747.t1	1357.752376	1.208724237	0.248664269	4.860868187	1.17E-06	1.45E-05	1158	686	2183	2046	721	753	305	2072	2254	3411	2079	690	1927	631	sp	A7Y2W8	SC6A9_XENLA	42.857	658	305	8	22	1992	16	603	2.04E-170	505	Phel_contig_5542
g18753.t1	77.94179517	1.625759857	0.330148592	4.924327704	8.47E-07	1.10E-05	61	43	126	189	33	46	11	176	101	134	140	33	157	8	sp	Q5I0J5	MITD1_RAT	57.627	236	98	2	34	735	13	248	1.70E-92	275	Phel_contig_15637
g18756.t1	287.8335238	-1.915779803	0.433281167	-4.421562601	9.80E-06	9.23E-05	235	289	119	83	205	195	557	276	66	124	157	475	256	429	sp	Q6DC37	HNMT_DANRE	27.946	297	199	8	55	924	4	292	5.00E-26	107	Phel_contig_7843
g18757.t1	3184.679148	-2.804453222	0.463810571	-6.046548739	1.48E-09	3.98E-08	2682	4068	887	750	1330	2049	7900	1043	843	1246	829	4478	1314	5275	sp	O60879	DIAP2_HUMAN	46.862	478	248	3	1753	3186	622	1093	3.63E-111	376	Phel_contig_1398
g18757.t1	3184.679148	-2.804453222	0.463810571	-6.046548739	1.48E-09	3.98E-08	2682	4068	887	750	1330	2049	7900	1043	843	1246	829	4478	1314	5275	sp	O60879	DIAP2_HUMAN	46.862	478	248	3	1753	3186	622	1093	3.63E-111	376	Phel_contig_1761
g18757.t1	3184.679148	-2.804453222	0.463810571	-6.046548739	1.48E-09	3.98E-08	2682	4068	887	750	1330	2049	7900	1043	843	1246	829	4478	1314	5275	sp	O60879	DIAP2_HUMAN	43.556	450	234	6	151	1455	94	538	2.35E-87	309	Phel_contig_1398
g18757.t1	3184.679148	-2.804453222	0.463810571	-6.046548739	1.48E-09	3.98E-08	2682	4068	887	750	1330	2049	7900	1043	843	1246	829	4478	1314	5275	sp	O60879	DIAP2_HUMAN	43.556	450	234	6	151	1455	94	538	2.35E-87	309	Phel_contig_1761
g1878.t1	2512.411976	-2.211484604	0.26193924	-8.442738869	3.10E-17	3.75E-15	4510	2163	776	1221	2551	4140	3420	1232	1087	1319	992	4048	1006	2704	sp	P98156	VLDLR_MOUSE	43.403	864	453	14	64	2631	28	863	0	649	Phel_contig_2923
g18792.t2	185.789309	1.359516647	0.297187355	4.574611347	4.77E-06	5.00E-05	109	31	300	334	85	183	37	380	377	278	243	88	408	106	sp	Q5JR59	MTUS2_HUMAN	28.322	459	296	7	3586	4881	876	1328	2.94E-28	128	Phel_contig_6393
g18866.t1	137.6489638	0.976619544	0.250877435	3.89281541	9.91E-05	0.000683159	108	111	142	202	89	103	28	317	169	262	197	60	319	63	sp	O14874	BCKD_HUMAN	64.021	378	133	3	175	1305	37	412	0	521	Phel_contig_18268
g18919.t1	118.568672	3.470841371	0.389742167	8.905480758	5.32E-19	8.50E-17	29	15	144	596	13	18	16	178	208	154	290	14	348	8	sp	Q9GZT4	SRR_HUMAN	44.582	323	176	2	25	987	5	326	6.99E-82	254	Phel_contig_17182
g18940.t1	12.60757663	3.636787544	0.861417821	4.22186244	2.42E-05	0.000203027	3	0	26	18	2	3	0	5	71	17	1	3	71	1	sp	P04323	POL3_DROME	37.755	294	150	4	1	795	334	623	5.61E-59	209	Phel_contig_24694
g18943.t1	311.6254799	2.722947586	0.377800333	7.207372114	5.70E-13	3.18E-11	22	109	373	726	49	125	43	1042	488	281	848	66	1113	69	sp	Q9GZT4	SRR_HUMAN	48.148	324	163	4	25	987	5	326	3.79E-105	314	Phel_contig_17182
g190.t1	4716.252448	-1.635678483	0.302904945	-5.399972867	6.67E-08	1.18E-06	4739	4148	2222	2555	5389	5203	5830	2816	1977	5121	1924	8341	3018	6876	sp	O08992	SDCB1_MOUSE	52.288	306	137	5	1	912	1	299	5.27E-104	308	Phel_contig_750
g19045.t1	67.64052983	4.364581826	1.076338602	4.055026755	5.01E-05	0.000384338	5	1	228	501	1	10	2	148	106	2	0	23	143	0	sp	P06027	LECE_HELCR	43.056	144	75	4	64	480	3	144	1.20E-34	121	Phel_contig_14850
g19076.t1	80.58053665	2.013345107	0.500436926	4.023174555	5.74E-05	0.000433037	63	26	86	119	37	20	12	234	45	344	48	24	272	12	sp	A3KGZ2	OGFD2_DANRE	52.347	277	131	1	1	828	1	277	1.42E-106	317	Phel_contig_21852
g19086.t1	360.2749189	2.782938589	1.105752523	2.51678249	0.011843192	0.036839687	372	6	1765	1838	12	161	3	459	255	506	4	28	446	0	sp	P06027	LECE_HELCR	37.5	144	83	4	64	480	3	144	7.05E-28	104	Phel_contig_14850
g19094.t1	43.18134508	2.133206216	0.388229704	5.49470119	3.91E-08	7.36E-07	8	19	70	83	14	36	5	90	58	127	69	15	116	3	sp	P61460	DEPD5_MOUSE	38.182	220	115	7	25	678	1385	1585	8.87E-36	137	Phel_contig_21178
g19126.t1	2981.276321	-0.866408746	0.343719444	-2.52068587	0.011712636	0.036550209	4220	5740	3409	2261	1610	2016	2766	2677	2174	1689	2921	2829	3046	2322	sp	Q9JM76	ARPC3_MOUSE	65.169	178	60	1	1	528	1	178	9.08E-83	245	Phel_contig_1521
g19147.t1	135.2001536	-1.508856856	0.339660029	-4.44225616	8.90E-06	8.53E-05	153	137	91	81	171	66	194	97	105	43	72	253	124	141	sp	P40937	RFC5_HUMAN	78.882	322	68	0	31	996	19	340	0	553	Phel_contig_13975
g19149.t1	10111.93757	-3.255224585	0.348702	-9.335262167	1.01E-20	2.06E-18	10570	10116	2268	2157	10152	7504	19710	2199	1771	2700	2362	24591	3181	16943	sp	Q9W4K2	Y3556_DROME	25.431	464	269	17	127	1392	167	595	2.04E-22	103	Phel_contig_12
g1917.t2	353.4529748	2.791261831	0.67243832	4.150955928	3.31E-05	0.000267789	90	0	446	1169	49	61	145	516	880	437	709	74	1354	33	sp	Q9UKP5	ATS6_HUMAN	47.965	1130	548	19	13	3336	3	1114	0	1050	Phel_contig_6569
g19247.t1	20.67923963	2.206511636	0.468212351	4.712630138	2.45E-06	2.80E-05	3	3	30	53	11	22	1	42	42	49	36	4	42	3	sp	Q503L9	NXN_DANRE	43.494	269	147	3	1	804	1	265	1.19E-75	239	Phel_contig_4987
g19247.t1	20.67923963	2.206511636	0.468212351	4.712630138	2.45E-06	2.80E-05	3	3	30	53	11	22	1	42	42	49	36	4	42	3	sp	Q503L9	NXN_DANRE	37.58	157	88	4	10	480	152	298	9.86E-30	119	Phel_contig_4987
g19273.t1	568.9926512	-1.526695184	0.273714991	-5.577682031	2.44E-08	4.80E-07	638	752	514	273	451	647	678	435	261	293	325	822	419	754	sp	Q9TR36	PIPNB_BOVIN	61.029	272	94	5	1	798	1	266	2.07E-112	327	Phel_contig_1675
g19307.t1	19.42833355	1.419395688	0.471885838	3.007921777	0.002630408	0.010651143	13	8	31	61	18	12	4	28	25	5	40	6	66	4	sp	Q0V9E9	KMT5A_XENTR	57.143	182	78	0	607	1152	153	334	8.66E-63	207	Phel_contig_13868
g19328.t1	145.5139386	0.766554038	0.255600682	2.999029699	0.002708409	0.010901693	58	120	190	253	104	135	39	181	198	182	238	64	378	123	sp	Q9Y4P3	TBL2_HUMAN	54.913	346	151	2	277	1305	77	420	4.20E-141	415	Phel_contig_11508
g19440.t1	991.9445764	-1.488825463	0.254667759	-5.846148199	5.03E-09	1.17E-07	827	1094	592	456	1307	1326	652	627	509	407	883	2791	1156	1061	sp	Q503L9	NXN_DANRE	41.282	390	209	7	100	1242	36	414	3.95E-99	305	Phel_contig_4987
g19440.t1	991.9445764	-1.488825463	0.254667759	-5.846148199	5.03E-09	1.17E-07	827	1094	592	456	1307	1326	652	627	509	407	883	2791	1156	1061	sp	Q503L9	NXN_DANRE	40.602	133	76	2	82	480	176	305	1.38E-28	119	Phel_contig_4987
g19441.t1	1099.120153	-0.944353336	0.349084334	-2.705229784	0.006825716	0.023591023	1610	1858	781	610	485	710	1102	989	772	1115	1080	1115	1137	1122	sp	Q04336	YM54_YEAST	49.731	929	383	15	7	2547	11	937	0	890	Phel_contig_6953
g19446.t1	1515.199243	-1.445296491	0.418943836	-3.449857391	0.000560883	0.002899338	1602	1037	651	952	743	1138	2227	1328	944	1445	779	1740	842	3261	sp	Q9UH65	SWP70_HUMAN	34.304	309	176	9	31	921	12	305	1.67E-43	169	Phel_contig_1891
g19447.t1	3103.043641	-1.507983311	0.415835303	-3.626395595	0.000287405	0.001678114	5787	8689	2365	1107	1432	2571	2564	2155	1657	1517	2291	3672	2992	1571	sp	P00919	CAH2_RABIT	39.313	262	145	9	85	861	5	255	1.96E-51	174	Phel_contig_1970
g19455.t1	154.1267393	-2.384497563	0.451470918	-5.281619411	1.28E-07	2.10E-06	220	203	124	36	151	226	220	64	48	9	65	374	80	98	sp	Q9Y6H1	CHCH2_HUMAN	52.778	108	38	3	172	480	51	150	1.47E-22	90.9	Phel_contig_11101
g19475.t1	264.1198948	-2.118418038	0.345030269	-6.13980346	8.26E-10	2.36E-08	134	373	141	111	419	245	440	140	120	96	105	564	137	225	sp	Q9H3F6	BACD3_HUMAN	71.483	263	68	4	88	873	28	284	2.78E-134	386	Phel_contig_1067
g19517.t1	411.659048	-3.835301832	0.869191401	-4.412493988	1.02E-05	9.58E-05	37	105	245	7	360	1712	258	8	57	17	52	224	45	1826	sp	Q05423	FABP7_CHICK	45.455	132	67	3	10	405	5	131	2.42E-29	106	Phel_contig_1716
g19534.t1	5963.286034	-2.192981134	0.584383359	-3.752641311	0.000174981	0.001110021	5232	3567	1207	754	2642	6523	10121	4188	1814	7301	1153	12921	1400	12143	sp	Q9WTR0	MMP16_MOUSE	41.093	494	259	11	103	1509	46	532	1.59E-108	340	Phel_contig_202
g19541.t1	1727.658828	-3.680472175	0.631854041	-5.824877168	5.72E-09	1.30E-07	376	551	211	196	1459	1243	5411	471	288	588	132	4227	226	2626	sp	Q9ULZ9	MMP17_HUMAN	37.037	486	289	8	103	1536	47	523	1.07E-92	298	Phel_contig_1508
g1955.t1	108.9813597	-1.791885499	0.472274027	-3.794164818	0.000148141	0.000961509	105	266	103	49	55	144	172	41	57	30	42	133	104	42	sp	Q6B4U9	PRDX1_MYOLU	75.253	198	49	0	1	594	1	198	5.65E-112	320	Phel_contig_12110
g19603.t1	1252.730845	-6.305091351	0.55927298	-11.27372781	1.77E-29	9.79E-27	415	1468	39	16	729	845	2967	56	27	65	25	2778	39	3595	sp	O88956	PLPP1_CAVPO	39.051	274	144	5	55	876	14	264	8.10E-56	186	Phel_contig_913
g19627.t3	11.52109101	-7.272265582	2.989308666	-2.432758338	0.014984298	0.044462033	0	0	0	0	94	0	10	0	0	0	0	52	0	0	sp	P30622	CLIP1_HUMAN	44.444	315	124	10	1	870	3	291	1.46E-73	274	Phel_contig_5294
g19627.t3	11.52109101	-7.272265582	2.989308666	-2.432758338	0.014984298	0.044462033	0	0	0	0	94	0	10	0	0	0	0	52	0	0	sp	P30622	CLIP1_HUMAN	31.224	474	259	12	2947	4305	1011	1438	1.00E-48	194	Phel_contig_5294
g19636.t1	154.8428227	2.864199556	0.764538555	3.746311466	0.000179454	0.001131382	14	134	258	327	10	29	9	323	201	7	757	16	557	6	sp	O75594	PGRP1_HUMAN	45.113	133	71	2	100	498	25	155	2.29E-33	120	Phel_contig_7999
g19644.t1	352.4933516	-3.594052024	0.424256197	-8.471419046	2.42E-17	2.99E-15	269	101	56	95	1357	512	436	80	71	42	37	705	94	545	sp	O88831	KKCC2_RAT	64.033	367	128	1	802	1890	138	504	6.76E-148	444	Phel_contig_8574
g19700.t1	726.4383439	-3.315035537	0.330814501	-10.02082896	1.23E-23	3.77E-21	678	1135	172	135	621	808	1415	193	153	151	124	1636	227	899	sp	Q54BU4	ABCB1_DICDI	53.608	582	260	5	562	2298	333	907	0	629	Phel_contig_2714
g19718.t1	23.70906375	-3.507723869	1.468997119	-2.387835771	0.016947913	0.049044492	0	0	0	11	196	47	3	0	4	0	17	28	0	25	sp	Q9UQ35	SRRM2_HUMAN	57.895	152	60	3	1	444	1	152	1.44E-36	146	Phel_contig_655
g19756.t1	462.4234479	-0.965599273	0.26202996	-3.685072013	0.000228638	0.001384748	386	708	418	278	466	582	340	293	255	616	360	607	451	498	sp	Q5EAJ7	MVP_STRPU	77.922	154	33	1	16	474	272	425	2.99E-73	238	Phel_contig_3421
g19837.t1	824.4092904	-1.583241777	0.256920835	-6.162372065	7.17E-10	2.08E-08	1106	1268	789	363	922	788	789	444	340	437	541	1432	618	882	sp	Q3MHL7	TCPZ_BOVIN	79.661	531	108	0	1	1593	1	531	0	878	Phel_contig_7258
g19841.t1	608.0682988	-2.209130454	0.328857559	-6.717590616	1.85E-11	7.63E-10	337	439	250	224	1162	844	900	278	201	284	278	1632	367	531	sp	P00389	NCPR_RABIT	59.172	676	264	5	22	2043	14	679	0	860	Phel_contig_2802
g19847.t1	26355.56008	-8.393656783	0.92283236	-9.095537988	9.41E-20	1.65E-17	1165	307	48	29	5147	19792	39151	317	301	173	151	54058	388	160141	sp	O77656	MMP13_BOVIN	42.586	263	125	7	514	1299	24	261	9.64E-50	184	Phel_contig_235
g19847.t1	26355.56008	-8.393656783	0.92283236	-9.095537988	9.41E-20	1.65E-17	1165	307	48	29	5147	19792	39151	317	301	173	151	54058	388	160141	sp	O77656	MMP13_BOVIN	42.586	263	125	7	514	1299	24	261	9.64E-50	184	Phel_contig_296
g19847.t1	26355.56008	-8.393656783	0.92283236	-9.095537988	9.41E-20	1.65E-17	1165	307	48	29	5147	19792	39151	317	301	173	151	54058	388	160141	sp	O77656	MMP13_BOVIN	42.586	263	125	7	514	1299	24	261	9.64E-50	184	Phel_contig_475
g19856.t1	190.2271954	2.435106104	0.433454565	5.617903934	1.93E-08	3.92E-07	138	35	405	390	23	55	41	358	344	326	446	42	513	10	sp	Q14588	ZN234_HUMAN	43.087	311	161	5	1270	2175	316	619	7.53E-70	245	Phel_contig_9976
g19856.t1	190.2271954	2.435106104	0.433454565	5.617903934	1.93E-08	3.92E-07	138	35	405	390	23	55	41	358	344	326	446	42	513	10	sp	Q14588	ZN234_HUMAN	37.778	360	201	7	1141	2175	324	675	1.13E-62	225	Phel_contig_9976
g19856.t1	190.2271954	2.435106104	0.433454565	5.617903934	1.93E-08	3.92E-07	138	35	405	390	23	55	41	358	344	326	446	42	513	10	sp	Q14588	ZN234_HUMAN	38.253	332	171	6	1276	2175	262	591	1.70E-58	214	Phel_contig_9976
g19856.t1	190.2271954	2.435106104	0.433454565	5.617903934	1.93E-08	3.92E-07	138	35	405	390	23	55	41	358	344	326	446	42	513	10	sp	Q14588	ZN234_HUMAN	39.667	300	155	4	1276	2175	178	451	6.71E-57	209	Phel_contig_9976
g19856.t1	190.2271954	2.435106104	0.433454565	5.617903934	1.93E-08	3.92E-07	138	35	405	390	23	55	41	358	344	326	446	42	513	10	sp	Q14588	ZN234_HUMAN	40.559	286	160	6	1336	2175	142	423	1.12E-55	206	Phel_contig_9976
g19856.t1	190.2271954	2.435106104	0.433454565	5.617903934	1.93E-08	3.92E-07	138	35	405	390	23	55	41	358	344	326	446	42	513	10	sp	Q14588	ZN234_HUMAN	37.942	311	177	5	1270	2175	204	507	4.42E-55	204	Phel_contig_9976
g19906.t1	1387.968388	-0.744263058	0.290441211	-2.562525668	0.010391391	0.033255578	1923	1836	1905	1046	968	1093	1283	1176	974	1368	923	1516	1461	1200	sp	Q6PFQ2	EIF3C_DANRE	72.5	360	96	1	1819	2889	546	905	0	557	Phel_contig_2231
g19906.t1	1387.968388	-0.744263058	0.290441211	-2.562525668	0.010391391	0.033255578	1923	1836	1905	1046	968	1093	1283	1176	974	1368	923	1516	1461	1200	sp	Q6PFQ2	EIF3C_DANRE	52.756	254	110	2	841	1596	301	546	1.42E-69	254	Phel_contig_2231
g19906.t1	1387.968388	-0.744263058	0.290441211	-2.562525668	0.010391391	0.033255578	1923	1836	1905	1046	968	1093	1283	1176	974	1368	923	1516	1461	1200	sp	Q6PFQ2	EIF3C_DANRE	50.909	165	75	3	7	489	2	164	9.12E-30	131	Phel_contig_2231
g19908.t1	565.3198854	-0.893019337	0.299375985	-2.982935777	0.002854979	0.011401536	874	639	582	469	435	453	637	640	462	438	334	517	454	508	sp	C3XVT5	LIS1_BRAFL	71.096	429	82	4	1	1230	1	406	0	635	Phel_contig_119
g19908.t2	208.3710025	-0.928923064	0.325818938	-2.851040739	0.004357639	0.016201457	296	272	161	170	133	112	242	138	128	207	176	220	273	220	sp	C3XVT5	LIS1_BRAFL	74.104	251	43	2	1	750	1	230	5.18E-134	387	Phel_contig_119
g19908.t2	208.3710025	-0.928923064	0.325818938	-2.851040739	0.004357639	0.016201457	296	272	161	170	133	112	242	138	128	207	176	220	273	220	sp	C3XVT5	LIS1_BRAFL	33.108	148	81	1	361	750	185	332	4.32E-23	100	Phel_contig_119
g19950.t1	386.9261879	-0.91502435	0.215158015	-4.252801597	2.11E-05	0.000179696	338	415	384	313	382	399	401	408	276	231	279	532	445	411	sp	Q6NVU2	PPIG_XENTR	90.214	327	28	1	1	981	1	323	0	617	Phel_contig_818
g19963.t1	61.46181257	1.595118715	0.298012071	5.352530549	8.67E-08	1.48E-06	47	23	77	139	36	42	6	127	98	74	120	24	192	13	sp	Q99LB0	TDIF1_MOUSE	39.275	331	154	8	100	1086	33	318	2.65E-65	213	Phel_contig_12743
g19964.t1	52.45857887	0.995381908	0.201328226	4.944075293	7.65E-07	9.99E-06	43	29	69	72	38	35	14	111	77	88	75	26	120	26	sp	Q6IN84	MRM1_HUMAN	40.755	265	150	3	232	1020	49	308	6.23E-58	194	Phel_contig_1539
g20015.t1	37.76491631	-5.11157042	1.053337844	-4.852735947	1.22E-06	1.50E-05	0	2	0	0	221	111	7	5	6	2	1	108	5	52	sp	P97292	HRH2_MOUSE	29.07	344	222	7	70	1059	4	339	8.65E-29	118	Phel_contig_2373
g20106.t1	908.8196932	-2.3052164	0.388224521	-5.937843373	2.89E-09	7.19E-08	421	558	339	281	1642	908	1708	382	338	478	372	1938	435	1167	sp	Q9WUN2	TBK1_MOUSE	38.757	756	418	14	22	2262	1	720	2.71E-161	501	Phel_contig_6497
g20107.t1	594.2610223	-2.25788526	0.384518401	-5.871982337	4.31E-09	1.01E-07	260	485	339	204	2052	627	601	239	197	344	157	1079	266	828	sp	E1BPN0	NOL9_BOVIN	30.245	572	356	12	1588	3228	113	666	1.91E-58	218	Phel_contig_5567
g20173.t1	200.259369	-1.96992696	0.41941896	-4.696799969	2.64E-06	3.00E-05	297	126	60	121	325	388	213	96	109	187	53	518	55	80	sp	P42357	HUTH_HUMAN	65.728	639	216	1	4	1911	3	641	0	837	Phel_contig_4710
g20199.t1	3078.382377	-0.81019807	0.284395705	-2.848840738	0.004387884	0.016287284	3903	4844	3150	2748	2004	2395	2996	3135	2108	1867	2998	2994	3399	2749	sp	Q9W2N0	CAPZA_DROME	50.612	245	119	1	19	747	6	250	1.11E-92	278	Phel_contig_1064
g20226.t1	3532.055278	-0.961673989	0.389883646	-2.466566626	0.013641535	0.041261616	3965	1531	2884	2815	1567	3225	3872	4831	2577	2585	1685	4870	3519	6783	sp	Q58A42	DD3_DICDI	33.184	669	309	17	43	2010	19	562	7.64E-87	287	Phel_contig_5521
g20227.t1	127.7827919	-3.668557373	0.889446889	-4.124537865	3.71E-05	0.000296623	1	3	24	15	230	586	10	17	17	42	18	180	25	497	sp	Q58A42	DD3_DICDI	37.736	636	288	22	46	1899	18	563	5.23E-103	328	Phel_contig_5521
g20228.t1	3161.371664	-4.573292919	1.129402373	-4.049303443	5.14E-05	0.000392389	26	37	756	116	3310	16571	115	19	256	630	184	437	23	16666	sp	Q58A42	DD3_DICDI	30.343	613	306	20	52	1737	21	563	2.15E-68	236	Phel_contig_5521
g20252.t1	671.5160327	-2.44771317	0.509041761	-4.808472224	1.52E-06	1.83E-05	218	234	254	216	465	1158	1380	284	235	175	260	675	408	1740	sp	O60285	NUAK1_HUMAN	45.745	376	170	6	178	1266	51	405	6.26E-97	314	Phel_contig_10981
g20288.t1	73.01122541	0.771431483	0.301220177	2.56102194	0.010436477	0.033366408	58	17	68	141	47	94	22	126	129	97	125	61	108	35	sp	Q7Z449	CP2U1_HUMAN	37.4	500	264	10	79	1473	59	544	5.53E-115	352	Phel_contig_7110
g20288.t1	73.01122541	0.771431483	0.301220177	2.56102194	0.010436477	0.033366408	58	17	68	141	47	94	22	126	129	97	125	61	108	35	sp	Q7Z449	CP2U1_HUMAN	37.4	500	264	10	79	1473	59	544	5.53E-115	352	Phel_contig_9657
g20294.t1	1516.537906	-2.479744587	0.406304907	-6.103161794	1.04E-09	2.89E-08	1877	919	924	365	2514	2509	2613	329	321	761	533	3450	672	826	sp	Q7Z449	CP2U1_HUMAN	39.014	487	260	5	100	1452	59	544	1.66E-120	366	Phel_contig_7110
g20294.t1	1516.537906	-2.479744587	0.406304907	-6.103161794	1.04E-09	2.89E-08	1877	919	924	365	2514	2509	2613	329	321	761	533	3450	672	826	sp	Q7Z449	CP2U1_HUMAN	39.014	487	260	5	100	1452	59	544	1.66E-120	366	Phel_contig_9657
g2031.t1	31.83583403	1.23266696	0.467821739	2.634907398	0.008416024	0.02804565	4	22	15	63	21	19	15	60	51	29	31	20	177	10	sp	Q8R151	ZNFX1_MOUSE	43.594	640	272	18	1	1845	976	1551	6.06E-126	419	Phel_contig_10256
g20313.t1	16.77402119	1.495656046	0.349794585	4.275812465	1.90E-05	0.000164536	8	8	28	21	8	5	0	32	26	31	35	17	46	9	sp	Q8HYL8	ACOX1_PHACI	30.769	234	125	4	1	600	427	657	1.29E-27	112	Phel_contig_3860
g20352.t1	72.86910785	-2.581534562	0.815987813	-3.163692547	0.001557813	0.006872841	3	8	11	24	325	154	4	39	26	3	39	103	47	216	sp	Q8WXX0	DYH7_HUMAN	58.547	1790	709	13	73	5376	1850	3628	0	2038	Phel_contig_17009
g20354.t1	950.7132284	-1.589043907	0.283294129	-5.609166399	2.03E-08	4.08E-07	954	1465	699	562	731	780	1164	562	464	421	644	1716	758	1202	sp	O54715	VAS1_RAT	27.211	441	277	16	67	1308	36	459	1.86E-33	134	Phel_contig_277
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	40.12	167	97	3	196	690	127	292	3.18E-27	109	Phel_contig_22525
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	40.12	167	97	3	196	690	127	292	3.18E-27	109	Phel_contig_6239
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	44.118	34	19	0	723	824	298	331	3.18E-27	34.3	Phel_contig_22525
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	44.118	34	19	0	723	824	298	331	3.18E-27	34.3	Phel_contig_6239
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	36.628	172	101	4	196	690	209	379	7.72E-25	93.6	Phel_contig_22525
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	36.628	172	101	4	196	690	209	379	7.72E-25	93.6	Phel_contig_6239
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	48.649	37	19	0	726	836	385	421	7.72E-25	42	Phel_contig_22525
g20363.t1	15.96227173	1.427166742	0.456629905	3.125434248	0.001775428	0.007661209	7	2	37	12	5	4	5	28	22	467	34	18	55	11	sp	O88281	MEGF6_RAT	48.649	37	19	0	726	836	385	421	7.72E-25	42	Phel_contig_6239
g20406.t1	1578.242465	-2.889067899	0.428636002	-6.740142879	1.58E-11	6.68E-10	524	4033	506	381	1868	1306	3072	534	344	400	421	2338	709	1654	sp	Q9UHD2	TBK1_HUMAN	37.006	708	407	11	46	2163	1	671	1.28E-148	455	Phel_contig_9242
g20412.t1	483.7085277	-2.901602659	0.468478992	-6.19366655	5.88E-10	1.73E-08	59	811	87	73	918	723	793	196	167	146	117	1020	218	517	sp	O95786	RIGI_HUMAN	34.146	615	355	20	1189	2952	247	838	6.62E-80	283	Phel_contig_8135
g20413.t1	332.8171372	-1.111183726	0.422634599	-2.629183051	0.008559028	0.028457342	318	237	227	234	70	280	361	309	184	308	238	563	329	692	sp	Q9WV52	PLEK2_MOUSE	29.474	380	216	9	25	1116	6	349	9.28E-46	163	Phel_contig_4297
g20474.t2	2086.751386	-3.828613522	0.406690892	-9.414062606	4.77E-21	1.04E-18	1766	720	334	265	3039	2731	4281	392	311	232	380	4029	487	4572	sp	P11029	ACAC_CHICK	65.463	2270	727	16	394	7086	73	2324	0	3037	Phel_contig_15018
